Symbol,Name,Country,IPO,Sector,Industry
A,Agilent Technologies Inc. Common Stock,United States,1999.0,Capital Goods,Electrical Products
AA,Alcoa Corporation Common Stock ,,2016.0,Basic Industries,Metal Fabrications
AAC,Ares Acquisition Corporation Class A Ordinary Shares,,2021.0,Finance,Business Services
AAIC,Arlington Asset Investment Corp Class A (new),United States,,Consumer Services,Real Estate Investment Trusts
AAIC^B,Arlington Asset Investment Corp 7.00% ,United States,,,
AAIC^C,Arlington Asset Investment Corp 8.250% Seies C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock   ,United States,,,
AAIN,Arlington Asset Investment Corp 6.000% Senior Notes Due 2026,United States,,,
AAN,Aarons Holdings Company Inc. Common Stock ,United States,2020.0,Miscellaneous,Diversified Commercial Services
AAP,Advance Auto Parts Inc.,United States,,Consumer Services,Other Specialty Stores
AAQC,Accelerate Acquisition Corp. Class A Common Stock,,2021.0,,
AAT,American Assets Trust Inc. Common Stock,United States,2011.0,Consumer Services,Real Estate Investment Trusts
AB,AllianceBernstein Holding L.P.  Units,United States,,Finance,Investment Managers
ABB,ABB Ltd Common Stock,Switzerland,,Consumer Durables,Electrical Products
ABBV,AbbVie Inc. Common Stock,United States,2012.0,Health Care,Other Pharmaceuticals
ABC,AmerisourceBergen Corporation Common Stock,United States,,Health Care,Other Pharmaceuticals
ABEV,Ambev S.A. American Depositary Shares (Each representing 1 Common Share),,2013.0,Consumer Non-Durables,Beverages (Production/Distribution)
ABG,Asbury Automotive Group Inc Common Stock,United States,2002.0,Consumer Services,Other Specialty Stores
ABM,ABM Industries Incorporated Common Stock,United States,,Technology,Diversified Commercial Services
ABR,Arbor Realty Trust Common Stock,United States,2004.0,Consumer Services,Real Estate Investment Trusts
ABR^D,Arbor Realty Trust 6.375% Series D Cumulative Redeemable Preferred Stock Liquidation Preference $25.00 per Share,United States,,,
ABR^E,Arbor Realty Trust 6.25% Series E Cumulative Redeemable Preferred Stock,United States,,,
ABR^F,Arbor Realty Trust 6.25% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock Liquidation Preference $25.00 per share,United States,,,
ABT,Abbott Laboratories Common Stock,United States,,Health Care,Medical/Dental Instruments
AC,Associated Capital Group Inc. Common Stock,United States,2015.0,Finance,Investment Bankers/Brokers/Service
ACA,Arcosa Inc. Common Stock ,,2018.0,Capital Goods,Engineering & Construction
ACC,American Campus Communities Inc Common Stock,United States,2004.0,Consumer Services,Real Estate Investment Trusts
ACCO,Acco Brands Corporation Common Stock,United States,,Consumer Services,Advertising
ACEL,Accel Entertainment Inc. ,United States,2017.0,Consumer Services,Recreational Products/Toys
ACH,Aluminum Corporation of China Limited American Depositary Shares,China,2001.0,Basic Industries,Aluminum
ACHR,Archer Aviation Inc. Class A Common Stock,United States,2020.0,Capital Goods,Aerospace
ACI,Albertsons Companies Inc. Class A Common Stock,United States,2020.0,Consumer Services,Food Chains
ACII,Atlas Crest Investment Corp. II Class A Common Stock,,2021.0,,
ACM,AECOM Common Stock,United States,2007.0,Consumer Services,Military/Government/Technical
ACN,Accenture plc Class A Ordinary Shares (Ireland),Ireland,2001.0,Miscellaneous,Business Services
ACP,Aberdeen Income Credit Strategies Fund Common Shares,United States,2011.0,Finance,Investment Managers
ACP^A,Aberdeen Income Credit Strategies Fund 5.250% Series A Perpetual Preferred Stock,United States,,,
ACR,ACRES Commercial Realty Corp. Common Stock,United States,,Consumer Services,Real Estate Investment Trusts
ACR^C,ACRES Commercial Realty Corp. 8.625% Fixed-to-Floating Series C Cumulative Redeemable Preferred Stock ,United States,,,
ACR^D,ACRES Commercial Realty Corp. 7.875% Series D Cumulative Redeemable Preferred Stock,United States,,,
ACRE,Ares Commercial Real Estate Corporation Common Stock,United States,2012.0,Consumer Services,Real Estate Investment Trusts
ACRO,Acropolis Infrastructure Acquisition Corp. Class A Common Stock,,2021.0,,
ACV,Virtus AllianzGI Diversified Income & Convertible Fund Common Shares of Beneficial Interest,United States,2015.0,Finance,Finance/Investors Services
ADC,Agree Realty Corporation Common Stock,United States,,Consumer Services,Real Estate Investment Trusts
ADC^A,Agree Realty Corporation Depositary Shares each representing 1/1000th of a 4.250% Series A Cumulative Redeemable Preferred Stock,United States,,,
ADCT,ADC Therapeutics SA Common Shares,,2020.0,Health Care,Biotechnology: Pharmaceutical Preparations
ADEX,Adit EdTech Acquisition Corp. Common Stock,,2021.0,,
ADF,Aldel Financial Inc. Class A Common Stock,,2021.0,,
ADM,Archer-Daniels-Midland Company Common Stock,United States,,,
ADNT,Adient plc Ordinary Shares ,,2016.0,Capital Goods,Auto Parts:O.E.M.
ADS,Alliance Data Systems Corporation Common Stock,United States,2001.0,Finance,Diversified Financial Services
ADT,ADT Inc. Common Stock,United States,2018.0,Consumer Services,Diversified Commercial Services
ADX,Adams Diversified Equity Fund Inc.,United States,,Finance,Investment Managers
AEE,Ameren Corporation Common Stock,United States,,Public Utilities,Power Generation
AEFC,Aegon Funding Company LLC 5.10% Subordinated Notes due 2049,,2019.0,,
AEG,AEGON N.V. Common Stock,Netherlands,,Finance,Life Insurance
AEL,American Equity Investment Life Holding Company Common Stock,United States,2003.0,Finance,Life Insurance
AEL^A,American Equity Investment Life Holding Company Depositary Shares each representing a 1/1000th interest in a share of 5.95% Fixed-Rate Reset Non-Cumulative Preferred Stock Series A,United States,,,
AEL^B,American Equity Investment Life Holding Company Depositary Shares each representing a 1/1000th interest in a share of 6.625% Fixed-Rate Reset Non-Cumulative Preferred Stock Series B,United States,,,
AEM,Agnico Eagle Mines Limited Common Stock,Canada,,,
AENZ,Aenza S.A.A. American Depositary Shares,,2018.0,Capital Goods,Engineering & Construction
AEO,American Eagle Outfitters Inc. Common Stock,United States,,Consumer Services,Clothing/Shoe/Accessory Stores
AER,AerCap Holdings N.V. Ordinary Shares,Netherlands,2006.0,Technology,Diversified Commercial Services
AES,The AES Corporation Common Stock,United States,,Public Utilities,Electric Utilities: Central
AESC,The AES Corporation Corporate Units,United States,,Public Utilities,Electric Utilities: Central
AEVA,Aeva Technologies Inc. Common Stock,,2020.0,Capital Goods,Auto Parts:O.E.M.
AFB,AllianceBernstein National Municipal Income Fund Inc,United States,2002.0,Finance,Trusts Except Educational Religious and Charitable
AFG,American Financial Group Inc. Common Stock,United States,,Finance,Property-Casualty Insurers
AFGB,American Financial Group Inc. 5.875% Subordinated Debentures due 2059,United States,2019.0,Finance,Property-Casualty Insurers
AFGC,American Financial Group Inc. 5.125% Subordinated Debentures due 2059,United States,2019.0,Finance,Real Estate
AFGD,American Financial Group Inc. 5.625% Subordinated Debentures due 2060,United States,2020.0,,
AFGE,American Financial Group Inc. 4.500% Subordinated Debentures due 2060,United States,2020.0,,
AFI,Armstrong Flooring Inc. Common Stock,,2016.0,Capital Goods,Building Products
AFL,AFLAC Incorporated Common Stock,United States,,Finance,Accident &Health Insurance
AFT,Apollo Senior Floating Rate Fund Inc. Common Stock,,2011.0,Finance,Investment Managers
AFTR,AfterNext HealthTech Acquisition Corp. Class A Ordinary Shares,,2021.0,,
AG,First Majestic Silver Corp. Ordinary Shares (Canada),Canada,,,
AGAC,African Gold Acquisition Corporation Class A Ordinary Shares,,2021.0,Finance,Business Services
AGCB,Altimeter Growth Corp. 2 Class A Ordinary Shares,,2021.0,Finance,Business Services
AGCO,AGCO Corporation Common Stock,United States,,Capital Goods,Industrial Machinery/Components
AGD,Aberdeen Global Dynamic Dividend Fund,United States,2006.0,Finance,Trusts Except Educational Religious and Charitable
AGI,Alamos Gold Inc. Class A Common Shares,Canada,2015.0,,
AGL,agilon health inc. Common Stock,,2021.0,Health Care,Managed Health Care
AGM,Federal Agricultural Mortgage Corporation Common Stock,United States,,Finance,Finance Companies
AGM^C,Federal Agricultural Mortgage Corporation Preferred Series C Fixed to Fltg,United States,,,
AGM^D,Federal Agricultural Mortgage Corporation 5.700% Non-Cumulative Preferred Stock Series D,United States,,,
AGM^E,Federal Agricultural Mortgage Corporation 5.750% Non-Cumulative Preferred Stock Series E,United States,,,
AGM^F,Federal Agricultural Mortgage Corporation 5.250% Non-Cumulative Preferred Stock Series F,United States,,,
AGM^G,Federal Agricultural Mortgage Corporation 4.875% Non-Cumulative Preferred Stock Series G,United States,,,
AGO,Assured Guaranty Ltd. Common Stock,Bermuda,2004.0,Finance,Property-Casualty Insurers
AGR,Avangrid Inc. Common Stock,United States,2015.0,Public Utilities,Electric Utilities: Central
AGRO,Adecoagro S.A. Common Shares,Luxembourg,2011.0,,Farming/Seeds/Milling
AGS,PlayAGS Inc. Common Stock,United States,2018.0,Consumer Services,Recreational Products/Toys
AGTI,Agiliti Inc. Common Stock,,2021.0,Health Care,Managed Health Care
AGX,Argan Inc. Common Stock,United States,,Capital Goods,Oilfield Services/Equipment
AHH,Armada Hoffler Properties Inc. Common Stock,United States,2013.0,Consumer Services,Real Estate Investment Trusts
AHH^A,Armada Hoffler Properties Inc. 6.75% Series A Cumulative Redeemable Perpetual Preferred Stock,United States,,,
AHL^C,Aspen Insurance Holdings Limited 5.95% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Shares,Bermuda,,,
AHL^D,Aspen Insurance Holdings Limited 5.625% Perpetual Non-Cumulative Preference Shares,Bermuda,,,
AHL^E,Aspen Insurance Holdings Limited Depositary Shares each representing a 1/1000th interest in a share of 5.625% Perpetual Non-Cumulative Preference Shares,Bermuda,,,
AHT,Ashford Hospitality Trust Inc Common Stock,United States,2003.0,Consumer Services,Real Estate Investment Trusts
AHT^D,Ashford Hospitality Trust Inc 8.45% Series D Cumulative Preferred Stock,United States,,,
AHT^F,Ashford Hospitality Trust Inc 7.375% Series F Cumulative Preferred Stock,United States,,,
AHT^G,Ashford Hospitality Trust Inc 7.375% Series G Cumulative Preferred Stock,United States,,,
AHT^H,Ashford Hospitality Trust Inc 7.50% Series H Cumulative Preferred Stock,United States,,,
AHT^I,Ashford Hospitality Trust Inc 7.50% Series I Cumulative Preferred Stock,United States,,,
AI,C3.ai Inc. Class A Common Stock,,2020.0,Technology,Computer Software: Prepackaged Software
AIC,Arlington Asset Investment Corp 6.750% Notes due 2025,United States,2015.0,Consumer Services,Real Estate Investment Trusts
AIF,Apollo Tactical Income Fund Inc. Common Stock,,2013.0,Finance,Finance Companies
AIG,American International Group Inc. New Common Stock,United States,,Finance,Life Insurance
AIG^A,American International Group Inc. Depositary Shares Each Representing a 1/1000th Interest in a Share of Series A 5.85% Non-Cumulative Perpetual Preferred Stock,United States,,,
AIN,Albany International Corporation Common Stock,United States,,Basic Industries,Textiles
AIO,Virtus AllianzGI Artificial Intelligence & Technology Opportunities Fund Common Shares,,2019.0,Finance,Finance/Investors Services
AIR,AAR Corp. Common Stock,United States,,Capital Goods,Aerospace
AIRC,Apartment Income REIT Corp. Common Stock,,2020.0,Consumer Services,Real Estate Investment Trusts
AIT,Applied Industrial Technologies Inc. Common Stock,United States,,Capital Goods,Industrial Machinery/Components
AIV,Apartment Investment and Management Company Common Stock,United States,1994.0,Consumer Services,Real Estate Investment Trusts
AIZ,Assurant Inc. Common Stock,United States,2004.0,Finance,Specialty Insurers
AIZN,Assurant Inc. 5.25% Subordinated Notes due 2061,United States,2020.0,Finance,Accident &Health Insurance
AJG,Arthur J. Gallagher & Co. Common Stock,United States,,Finance,Specialty Insurers
AJRD,Aerojet Rocketdyne Holdings Inc. Common Stock,United States,,Capital Goods,Military/Government/Technical
AJX,Great Ajax Corp. Common Stock,United States,2015.0,Consumer Services,Real Estate Investment Trusts
AJXA,Great Ajax Corp. 7.25% Convertible Senior Notes due 2024,United States,2017.0,Consumer Services,Real Estate Investment Trusts
AKA,a.k.a. Brands Holding Corp. Common Stock,,2021.0,Consumer Non-Durables,Department/Specialty Retail Stores
AKO/A,Embotelladora Andina S.A.,Chile,,,
AKO/B,Embotelladora Andina S.A.,Chile,,,
AKR,Acadia Realty Trust Common Stock,United States,,Consumer Services,Real Estate Investment Trusts
AL,Air Lease Corporation Class A Common Stock,United States,2011.0,Technology,Diversified Commercial Services
AL^A,Air Lease Corporation 6.150% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series A,United States,,,
ALB,Albemarle Corporation Common Stock,United States,,Basic Industries,Industrial Specialties
ALC,Alcon Inc. Ordinary Shares,Switzerland,2019.0,Health Care,Ophthalmic Goods
ALCC,AltC Acquisition Corp. Class A Common Stock,,2021.0,,
ALE,Allete Inc.,United States,,Public Utilities,Power Generation
ALEX,Alexander & Baldwin Inc. Common Stock REIT Holding Company,United States,,Consumer Services,Real Estate Investment Trusts
ALG,Alamo Group Inc. Common Stock,United States,,Capital Goods,Industrial Machinery/Components
ALIN^A,Altera Infrastructure L.P. 7.25% Series A ,Bermuda,,,
ALIN^B,Altera Infrastructure L.P. 8.50% Series B ,Bermuda,,,
ALIN^E,Altera Infrastructure L.P. 8.875% Series E ,Bermuda,,,
ALIT,Alight Inc. Class A Common Stock,,2021.0,Technology,EDP Services
ALK,Alaska Air Group Inc. Common Stock,United States,,Transportation,Air Freight/Delivery Services
ALL,Allstate Corporation (The) Common Stock,United States,,Finance,Property-Casualty Insurers
ALL^B,Allstate Corporation (The) 5.100% Fixed-to-Floating Rate Subordinated Debentures due 2053,United States,,,
ALL^G,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series G,United States,,,
ALL^H,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series H,United States,,,
ALL^I,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series I,United States,,,
ALLE,Allegion plc Ordinary Shares,United States,2013.0,Consumer Services,Diversified Commercial Services
ALLY,Ally Financial Inc. Common Stock,United States,2014.0,Finance,Diversified Financial Services
ALP^Q,Alabama Power Company 5.00% Class A Preferred Stock Cumulative Par Value $1 Per Share (Stated Capital $25 Per Share),United States,,,
ALSN,Allison Transmission Holdings Inc. Common Stock,United States,2012.0,Capital Goods,Auto Parts:O.E.M.
ALTG,Alta Equipment Group Inc. Class A Common Stock,,2019.0,Technology,Engineering & Construction
ALTG^A,Alta Equipment Group Inc. Depositary Shares (each representing 1/1000th in a share of 10% Series A Cumulative Perpetual Preferred Stock),,,,
ALV,Autoliv Inc. Common Stock,Sweden,,Capital Goods,Auto Parts:O.E.M.
ALX,Alexander's Inc. Common Stock,United States,,Consumer Services,Real Estate Investment Trusts
AM,Antero Midstream Corporation Common Stock,United States,2017.0,Public Utilities,Natural Gas Distribution
AMAM,Ambrx Biopharma Inc. American Depositary Shares (each representing seven Ordinary Shares),,2021.0,,
AMBC,Ambac Financial Group Inc. Common Stock,United States,,Finance,Property-Casualty Insurers
AMBP,Ardagh Metal Packaging S.A. Ordinary Shares,,,,
AMC,AMC Entertainment Holdings Inc. Class A Common Stock,,2013.0,Consumer Services,Movies/Entertainment
AMCR,Amcor plc Ordinary Shares,,2019.0,Consumer Durables,Miscellaneous manufacturing industries
AME,AMETEK Inc.,United States,,Consumer Durables,Metal Fabrications
AMG,Affiliated Managers Group Inc. Common Stock,United States,,Finance,Investment Managers
AMH,American Homes 4 Rent Common Shares of Beneficial Interest,,2013.0,Consumer Services,Real Estate Investment Trusts
AMH^F,American Homes 4 Rent 5.875% Series F Cumulative Redeemable Perpetual Preferred Shares,,,,
AMH^G,American Homes 4 Rent Series G cumulative redeemable perpetual preferred shares of beneficial interest,,,,
AMH^H,American Homes 4 Rent Series H cumulative redeemable perpetual Preferred Shares of Beneficial Interest,,,,
AMK,AssetMark Financial Holdings Inc. Common Stock,United States,2019.0,Finance,Finance/Investors Services
AMN,AMN Healthcare Services Inc AMN Healthcare Services Inc,United States,,Health Care,Assisted Living Services
AMOV,America Movil S.A.B. de C.V. Class A American Depositary Shares,Mexico,,Public Utilities,Telecommunications Equipment
AMP,Ameriprise Financial Inc. Common Stock,United States,,Finance,Investment Managers
AMPI,Advanced Merger Partners Inc. Class A Common Stock,,2021.0,,
AMPY,Amplify Energy Corp. Common Stock,United States,2016.0,Energy,Oil & Gas Production
AMR,Alpha Metallurgical Resources Inc. Common Stock,United States,2018.0,Energy,Coal Mining
AMRC,Ameresco Inc. Class A Common Stock,United States,2010.0,Basic Industries,Water Supply
AMRX,Amneal Pharmaceuticals Inc. Class A Common Stock,,2018.0,Health Care,Biotechnology: Pharmaceutical Preparations
AMT,American Tower Corporation (REIT) Common Stock,United States,,Finance,Trusts Except Educational Religious and Charitable
AMWL,American Well Corporation Class A Common Stock,United States,2020.0,Technology,Retail: Computer Software & Peripheral Equipment
AMX,America Movil S.A.B. de C.V. American Depository Receipt Series L,Mexico,,Public Utilities,Telecommunications Equipment
AN,AutoNation Inc. Common Stock,United States,,Consumer Services,Other Specialty Stores
ANAC,Arctos NorthStar Acquisition Corp. Class A Ordinary Shares,,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
ANET,Arista Networks Inc. Common Stock,,2014.0,Technology,Computer peripheral equipment
ANF,Abercrombie & Fitch Company Common Stock,United States,,Consumer Services,Clothing/Shoe/Accessory Stores
ANTM,Anthem Inc. Common Stock,United States,,Health Care,Medical Specialities
ANVS,Annovis Bio Inc. Common Stock,United States,2020.0,Consumer Durables,Specialty Chemicals
AOD,Aberdeen Total Dynamic Dividend Fund Common Stock,United States,2007.0,Finance,Investment Managers
AOMR,Angel Oak Mortgage Inc. Common Stock,,2021.0,Consumer Services,Real Estate Investment Trusts
AON,Aon plc Class A Ordinary Shares (Ireland),United States,,Finance,Specialty Insurers
AOS,A.O. Smith Corporation Common Stock,United States,,Capital Goods,Industrial Machinery/Components
AP,Ampco-Pittsburgh Corporation Common Stock,United States,,Capital Goods,Metal Fabrications
APAM,Artisan Partners Asset Management Inc. Class A Common Stock,United States,2013.0,Finance,Investment Managers
APD,Air Products and Chemicals Inc. Common Stock,United States,,Basic Industries,Specialty Chemicals
APG,APi Group Corporation Common Stock,,2020.0,Consumer Services,Military/Government/Technical
APGB,Apollo Strategic Growth Capital II Class A Ordinary Shares,,2021.0,Finance,Business Services
APH,Amphenol Corporation Common Stock,United States,,Capital Goods,Electrical Products
APLE,Apple Hospitality REIT Inc. Common Shares,United States,2015.0,Consumer Services,Real Estate Investment Trusts
APO,Apollo Global Management Inc. Class A Common Stock,United States,2011.0,Finance,Investment Managers
APO^A,Apollo Global Management Inc. 6.375% Series A Preferred Shares,United States,,,
APO^B,Apollo Global Management Inc 6.375% Series B Preferred Shares,United States,,,
APRN,Blue Apron Holdings Inc. Class A Common Stock,United States,2017.0,Consumer Services,Catalog/Specialty Distribution
APSG,Apollo Strategic Growth Capital Class A Ordinary Shares,United States,2020.0,Finance,Business Services
APTS,Preferred Apartment Communities Inc. Common Stock,United States,2011.0,Consumer Services,Real Estate Investment Trusts
APTV,Aptiv PLC Ordinary Shares,United Kingdom,2011.0,Capital Goods,Auto Parts:O.E.M.
APTV^A,Aptiv PLC 5.50% Series A Mandatory Convertible Preferred Shares,United Kingdom,,,
AQN,Algonquin Power & Utilities Corp. Common Shares,,2016.0,Public Utilities,Electric Utilities: Central
AQNA,Algonquin Power & Utilities Corp. 6.875% Fixed-to-Floating Rate Subordinated Notes Series 2018-A due October 17 2078,,2018.0,Public Utilities,Electric Utilities: Central
AQNB,Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July 1 2079,,2019.0,Public Utilities,Electric Utilities: Central
AQNU,Algonquin Power & Utilities Corp. Corporate Units,,2021.0,Public Utilities,Electric Utilities: Central
AQUA,Evoqua Water Technologies Corp. Common Stock,United States,2017.0,Capital Goods,Office Equipment/Supplies/Services
AR,Antero Resources Corporation Common Stock,,2013.0,Energy,Oil & Gas Production
ARC,ARC Document Solutions Inc. Common Stock,United States,2004.0,Miscellaneous,Business Services
ARCH,Arch Resources Inc. Class A Common Stock,United States,2016.0,Energy,Coal Mining
ARCO,Arcos Dorados Holdings Inc. Class A Shares,Argentina,2011.0,Consumer Services,Restaurants
ARDC,Ares Dynamic Credit Allocation Fund Inc. Common Shares,United States,2012.0,Finance,Investment Managers
ARE,Alexandria Real Estate Equities Inc. Common Stock,United States,,Consumer Services,Real Estate Investment Trusts
ARES,Ares Management Corporation Class A Common Stock,,2014.0,Finance,Investment Managers
ARGD,Argo Group International Holdings Ltd. 6.5% Senior Notes Due 2042,Bermuda,,Finance,Specialty Insurers
ARGO,Argo Group International Holdings Ltd.,Bermuda,,Finance,Specialty Insurers
ARGO^A,Argo Group International Holdings Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 7.00% Resettable Fixed Rate Preference Share Series A,Bermuda,,,
ARI,Apollo Commercial Real Estate Finance Inc,United States,2009.0,Consumer Services,Real Estate Investment Trusts
ARIS,Aris Water Solutions Inc. Class A Common Stock,,2021.0,Public Utilities,Water Supply
ARL,American Realty Investors Inc. Common Stock,United States,,Consumer Services,Building operators
ARLO,Arlo Technologies Inc. Common Stock,United States,2018.0,Miscellaneous,Diversified Manufacture
ARMK,Aramark Common Stock,,2013.0,Consumer Services,Restaurants
ARNC,Arconic Corporation Common Stock ,,2020.0,Technology,Industrial Machinery/Components
AROC,Archrock Inc. Common Stock,United States,,Energy,Oil & Gas Production
ARR,ARMOUR Residential REIT Inc.,United States,,Consumer Services,Real Estate Investment Trusts
ARR^C,ARMOUR Residential REIT Inc. 7% Series C Cumulative Redeemable Preferred Stock (liquidation preference $25.00 per share),United States,,,
ARW,Arrow Electronics Inc. Common Stock,United States,,Technology,Electronic Components
ASA,ASA  Gold and Precious Metals Limited,United States,,Basic Industries,Precious Metals
ASAI,Sendas Distribuidora S A ADS,,2021.0,Consumer Services,Food Chains
ASAN,Asana Inc. Class A Common Stock,,2020.0,Technology,Retail: Computer Software & Peripheral Equipment
ASAQ,Atlantic Street Acquisition Corp Class A Common Stock,United States,2020.0,,
ASB,Associated Banc-Corp Common Stock,United States,,Finance,Major Banks
ASB^E,Associated Banc-Corp Depositary Shares each representing a 1/40th interest in a share of 5.875% Non-Cumulative Perpetual Preferred Stock Series E,United States,,,
ASB^F,Associated Banc-Corp Depositary Shares each representing a 1/40th interest in a share of Associated Banc-Corp 5.625% Non-Cumulative Perpetual Preferred Stock Series F,United States,,,
ASC,Ardmore Shipping Corporation Common Stock,,2013.0,Transportation,Marine Transportation
ASG,Liberty All-Star Growth Fund Inc.,United States,,Finance,Investment Managers
ASGI,Aberdeen Standard Global Infrastructure Income Fund Common Shares of Beneficial Interest,,2020.0,Finance,Investment Managers
ASGN,ASGN Incorporated Common Stock,United States,1992.0,Technology,Diversified Commercial Services
ASH,Ashland Global Holdings Inc. Common Stock,United States,,Basic Industries,Industrial Specialties
ASIX,AdvanSix Inc. Common Stock ,United States,2016.0,Basic Industries,Major Chemicals
ASPN,Aspen Aerogels Inc. Common Stock,United States,2014.0,Capital Goods,Wholesale Distributors
ASR,Grupo Aeroportuario del Sureste S.A. de C.V. Common Stock,Mexico,,Transportation,Aerospace
ASX,ASE Technology Holding Co. Ltd. American Depositary Shares (each representing Two Common Shares) ,,2018.0,Technology,Semiconductors
ASZ,Austerlitz Acquisition Corporation II Class A Ordinary Shares,,2021.0,,
ATA,Americas Technology Acquisition Corp. Ordinary Shares,,2021.0,Finance,Business Services
ATAQ,Altimar Acquisition Corp. III Class A Ordinary Shares,,2021.0,,
ATC,Atotech Limited Common Shares,,2021.0,Basic Industries,Major Chemicals
ATCO,Atlas Corp. Common Shares,United Kingdom,,Transportation,Marine Transportation
ATCO^D,Atlas Corp. 7.95% Series D,United Kingdom,,,
ATCO^H,Atlas Corp. 7.875% Series H,United Kingdom,,,
ATCO^I,Atlas Corp. Series I Fixed-to-Floating ,United Kingdom,,,
ATEN,A10 Networks Inc. Common Stock,,2014.0,Technology,EDP Services
ATGE,Adtalem Global Education Inc. Common Stock,United States,,Miscellaneous,Other Consumer Services
ATH,Athene Holding Ltd. Class A Common Shares,Bermuda,2016.0,Finance,Life Insurance
ATH^A,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 6.35% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Share Series A,Bermuda,,,
ATH^B,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 5.625% Fixed Rate Perpetual Non- Cumulative Preference Share Series B par value $1.00 per share,Bermuda,,,
ATH^C,Athene Holding Ltd. Depositary Shares each representing a 1/1000th Interest in a Share of 6.375% Fixed-Rate Reset Perpetual Non-Cumulative Preference Shares Series C,Bermuda,,,
ATH^D,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 4.875% Fixed-Rate Perpetual Non-Cumulative Preference Share Series D,Bermuda,,,
ATHM,Autohome Inc. American Depositary Shares each representing four class A ordinary shares.,,2013.0,,
ATHN,Athena Technology Acquisition Corp. Class A Common Stock,,2021.0,Public Utilities,Electric Utilities: Central
ATI,Allegheny Technologies Incorporated Common Stock,United States,,Basic Industries,Steel/Iron Ore
ATIP,ATI Physical Therapy Inc. Class A Common Stock,,2020.0,Health Care,Managed Health Care
ATKR,Atkore Inc. Common Stock,United States,2016.0,Technology,Electrical Products
ATMR,Altimar Acquisition Corp. II Class A Ordinary Shares,,2021.0,Capital Goods,Metal Fabrications
ATO,Atmos Energy Corporation Common Stock,United States,,Public Utilities,Oil/Gas Transmission
ATR,AptarGroup Inc. Common Stock,United States,,Capital Goods,Office Equipment/Supplies/Services
ATTO,Atento S.A. Ordinary Shares,,2014.0,Public Utilities,Telecommunications Equipment
ATUS,Altice USA Inc. Class A Common Stock,United States,2017.0,Public Utilities,Telecommunications Equipment
AU,AngloGold Ashanti Limited Common Stock,South Africa,,Basic Industries,Precious Metals
AUD,Audacy Common Stock,United States,,Consumer Services,Broadcasting
AUS,Austerlitz Acquisition Corporation I Class A Ordinary Shares,,2021.0,,
AUY,Yamana Gold Inc. Ordinary Shares (Canada),Canada,,,
AVA,Avista Corporation Common Stock,United States,,Public Utilities,Power Generation
AVAL,Grupo Aval Acciones y Valores S.A. ADR (Each representing 20 preferred shares),,2014.0,Finance,Commercial Banks
AVAN,Avanti Acquisition Corp. Class A Ordinary Shares,Cayman Islands,2020.0,Finance,Business Services
AVB,AvalonBay Communities Inc. Common Stock,United States,,Consumer Services,Real Estate Investment Trusts
AVD,American Vanguard Corporation Common Stock ($0.10 Par Value),United States,,Basic Industries,Agricultural Chemicals
AVK,Advent Convertible and Income Fund,United States,2003.0,Finance,Trusts Except Educational Religious and Charitable
AVLR,Avalara Inc. Common Stock,United States,2018.0,Technology,EDP Services
AVNS,Avanos Medical Inc. Common Stock,United States,2014.0,Health Care,Industrial Specialties
AVNT,Avient Corporation Common Stock,United States,,Basic Industries,Major Chemicals
AVTR,Avantor Inc. Common Stock,,2019.0,Basic Industries,Industrial Specialties
AVTR^A,Avantor Inc. Series A Mandatory Convertible Preferred Stock,,,,
AVY,Avery Dennison Corporation Common Stock,United States,,Miscellaneous,Office Equipment/Supplies/Services
AVYA,Avaya Holdings Corp. Common Stock,,,Technology,Retail: Computer Software & Peripheral Equipment
AWF,Alliancebernstein Global High Income Fund,United States,1993.0,Finance,Trusts Except Educational Religious and Charitable
AWI,Armstrong World Industries Inc Common Stock,United States,,,
AWK,American Water Works Company Inc. Common Stock,United States,2008.0,Public Utilities,Water Supply
AWP,Aberdeen Global Premier Properties Fund Common Shares of Beneficial Interest,United States,2007.0,Finance,Trusts Except Educational Religious and Charitable
AWR,American States Water Company Common Stock,United States,,Public Utilities,Water Supply
AX,Axos Financial Inc. Common Stock,United States,2018.0,Finance,Savings Institutions
AXL,American Axle & Manufacturing Holdings Inc. Common Stock,United States,,Capital Goods,Auto Parts:O.E.M.
AXP,American Express Company Common Stock,United States,,Finance,Finance: Consumer Services
